account_id,status,cos,rim_age,loan,s_plus_c,fico_b,ck_returns,max_days_neg,num_times_neg,ntriggers,avg_bal6,avg_bal3
mqihzDz2YysB,Active,0,2,0,1,0,NA,0,0,0,111,222
trGAtbIC9ezH,Active,0,2,1,1,0,NA,0,0,0,3837,7673
dPCjfLAC8Rq8,Active,0,2,1,1,0,NA,0,0,0,3837,7673
BBXPy7KNzyW3,Active,0,2,1,1,0,NA,0,0,0,187,374
RW9OwMa4HJQn,Active,0,2,1,1,0,NA,0,0,0,187,374
FCzJyy2GxK9A,Active,0,2,1,0,0,NA,0,0,0,2,3
GFmiOL6RV31g,Active,0,2,0,0,0,NA,0,0,0,100109,200218
NWq8oIsmIjaC,Active,0,2,0,0,0,NA,0,0,0,100109,200218
rrax6Q9a00P8,Active,0,2,1,0,0,NA,0,0,0,3,7
JkRpJWOdXb4Z,Active,0,2,0,1,0,NA,0,0,0,2,3
fUthqEidYkpt,Active,0,2,0,1,0,NA,0,0,0,2,3
0Y9VspBQzFt9,Active,0,2,1,0,0,NA,0,0,0,2,3
JySpzrbXfm1t,Active,0,2,1,0,0,NA,0,0,0,2,3
kpPJG2N03ywM,Active,0,2,1,0,0,NA,0,0,0,2,3
sR5WnJI3it35,Active,0,2,0,1,0,NA,0,0,0,105,210
Yk8xXX9B40Jt,Active,0,2,0,1,0,NA,0,0,0,105,210
yyw2jc9A8GS1,Active,0,2,1,1,0,NA,0,0,0,10,20
CPBV7I3KUhgB,Active,0,2,1,1,0,NA,0,0,0,10,20
sArrWqpWu8sB,Active,0,2,0,1,0,NA,0,0,0,10,20
SOgR0jsnU6LL,Active,0,2,0,1,0,NA,0,0,0,10,20
Lq77xsI6PXRD,Active,0,2,0,1,0,NA,0,0,0,42,84
2SlOPYj1wIk1,Active,0,2,0,1,0,NA,0,0,0,42,84
NIT4r7FEt1Uo,Active,0,2,1,0,0,NA,0,0,0,123,246
ulsfVPKpYZ2f,Active,0,2,0,1,0,NA,0,0,0,367,733
OsjPJMHxIjjx,Active,0,2,0,1,0,NA,0,0,0,367,733
D3HeumQTlB1L,Active,0,2,0,1,0,NA,0,0,1,67,133
dCEOIdut5Syu,Active,0,2,0,1,0,NA,0,0,1,67,133
pBCHYMgbXvF9,Active,0,2,1,1,0,NA,0,0,0,117,234
DoY7LpMBnmxp,Active,0,2,1,1,0,NA,0,0,0,117,234
tUyOkPOTv4lD,Active,0,2,1,0,0,NA,0,0,0,2,3
wtYUCgQGx0Us,Active,0,2,1,1,0,NA,0,0,0,17,33
f5J8Su9MHlQC,Active,0,2,1,1,0,NA,0,0,0,17,33
mVtiVaKCIYnV,Active,0,2,0,1,0,NA,0,0,1,10,20
Yf66ApRqbzur,Active,0,2,0,1,0,NA,0,0,1,10,20
1giwKdRIsJmx,Active,0,2,1,1,0,NA,0,0,0,10,20
knMY3bQU79kM,Active,0,2,1,1,0,NA,0,0,0,10,20
nSHpQQl987iV,Active,0,2,1,0,0,NA,0,0,0,1,2
aVlVu1v0Pmau,Active,0,2,0,1,0,NA,0,0,0,1670,3340
FGfnNM4SAqT2,Active,0,2,0,0,0,NA,0,0,0,274,549
YN945YjHHxxB,Active,0,2,1,0,0,NA,0,0,0,2,3
aYyDCWtQP1BL,Active,0,2,1,0,0,NA,0,0,0,NA,NA
nnbNd81c945E,Active,0,2,0,0,0,NA,0,0,0,341806,683613
VcdMyrAqZExp,Active,0,2,1,1,0,NA,0,0,0,13,27
GbzgTp4mBPww,Active,0,2,1,1,0,NA,0,0,0,13,27
phzOFHnsUYE9,Active,0,2,1,0,0,NA,0,0,0,17,33
I9lby2OU0fn2,Active,0,2,1,0,0,NA,0,0,0,3,6
w4p4TomNvm6M,Active,0,2,0,0,0,NA,0,0,0,530,355
PWZOeroNylW0,Active,0,2,0,1,0,NA,0,0,0,534,1067
jynHIGzLsY73,Active,0,2,0,1,0,NA,0,0,0,534,1067
6iAKwNz61qis,Active,0,2,0,0,0,NA,0,0,0,2,3
92oP52F75Grl,Active,0,2,1,0,0,NA,0,0,0,2,3
RgWr6ScEKA1q,Active,0,2,0,0,0,NA,0,0,0,12145,24289
TQcXBT96ZCpn,Active,0,2,0,0,0,NA,0,0,0,12145,24289
AevHZmWkZWLJ,Active,0,2,0,1,0,NA,0,0,0,17,33
KFucrYNr2ZtF,Active,0,2,0,1,0,NA,0,0,0,17,33
tDLpPFYRC5Qr,Active,0,2,0,1,0,NA,0,0,0,1274,2549
tmbLK5zGx6Np,Active,0,2,0,1,0,NA,0,0,0,1274,2549
rxTFNhVdWMqL,Active,0,2,1,0,0,NA,0,0,0,7,13
x47OAFsDv36u,Active,0,2,0,1,0,NA,0,0,0,625,1250
fS1xcRZrjP4n,Active,0,2,0,1,0,NA,0,0,0,625,1250
MPJEwXKeRvyl,Active,0,2,0,1,0,NA,0,0,0,36605,73211
lbr4xDIhNrO7,Active,0,2,0,1,0,NA,0,0,0,387,775
c5ZO85OSASj0,Active,0,2,0,1,0,NA,0,0,0,387,775
VMbgV1nWeSqG,Active,0,2,0,1,0,NA,0,0,0,1943,3887
yJSg8ZVZ1oiQ,Active,0,2,0,1,0,NA,0,0,0,1943,3887
6nx9bAostPpc,Active,0,2,0,0,0,NA,0,0,0,1537,3073
5jyXUgTglhoF,Active,0,2,0,0,0,NA,0,0,0,1537,3073
CWvJpcxs8Lj8,Active,0,2,0,0,0,NA,0,0,0,1537,3073
Bl7YFfrMyEHf,Active,0,2,0,0,0,NA,0,0,0,1537,3073
j14YKT7GalWz,Active,0,2,1,0,0,NA,0,0,0,5,11
pGVW3ctkgIjM,Active,0,2,0,1,0,NA,0,0,0,66721,133442
RkpBuxznDlxC,Active,0,2,1,1,0,NA,0,0,0,10,20
OcysD0RwUaUX,Active,0,2,1,1,0,NA,0,0,0,10,20
bIelf8FoN4Sa,Active,0,2,1,1,0,NA,0,0,0,13,27
SBBfkaJVaDwK,Active,0,2,1,1,0,NA,0,0,0,13,27
a5R11Nfj0WXy,Active,0,2,0,1,0,NA,0,0,0,40036,80072
6IuQC4uTyix0,Active,0,2,0,0,0,NA,0,0,0,20756,41512
c8u5hwmRb6x0,Active,0,2,0,0,0,NA,0,0,0,20756,41512
bqz8cdWGArEP,Active,0,2,1,0,0,NA,0,0,0,2,3
j1FJwMm1s2wJ,Active,0,2,0,1,0,NA,0,0,0,66,132
IyMR24UYhvRB,Active,0,2,0,1,0,NA,0,0,0,66,132
AWO7ASWshgR7,Active,0,2,1,1,0,NA,0,0,0,10,20
RnaPNY9qj3oG,Active,0,2,1,1,0,NA,0,0,0,10,20
QBmN2DRIz5wd,Active,0,2,0,0,0,NA,0,0,0,172,344
7zVTIJuPfp4c,Active,0,2,0,0,0,NA,0,0,0,172,344
2NBBto2yL7Vv,Active,0,2,0,0,0,NA,0,0,0,172,344
W4ULrZLdtTg9,Active,0,2,0,0,0,NA,0,0,0,1826,3652
iB5bPcKEimh1,Active,0,2,0,0,0,NA,0,0,0,1826,3652
aDaNVPRk2McS,Active,0,2,0,0,0,NA,0,0,0,1826,3652
fq4NYDvCQt5V,Active,0,2,0,1,0,NA,0,0,0,4171,8343
oOXfxhHbJYgs,Active,0,1,0,1,0,NA,0,0,0,8344,16688
9sQ1SCTx0uSe,Active,0,1,1,0,0,NA,0,0,0,2,3
Gco3meg1En00,Active,0,1,1,0,0,NA,0,0,0,1,2
ji0R9ley04dc,Active,0,1,0,0,0,NA,0,0,0,1,2
p41zGXDiMNwM,Active,0,1,0,0,0,NA,0,0,0,1,2
iFIp5qd5FNsZ,Active,0,1,1,0,0,NA,0,0,0,2,3
lVELm9K2LcUU,Active,0,1,1,0,0,NA,0,0,0,2,3
KClccan2WWEf,Active,0,1,1,1,0,NA,0,0,0,5,10
kaQzQ9jCuOEc,Active,0,1,1,1,0,NA,0,0,0,5,10
zNZq8H3kOwq5,Closed,0,34,1,1,775,NA,0,0,0,NA,NA
q1CxnNRhEduV,Dormant,0,41,0,1,799,NA,0,0,0,30,30
tsn4Up7zPrZs,Dormant,0,41,0,1,799,NA,0,0,0,30,30
mk4StmYc3ySm,Active,0,41,0,1,584,NA,3,15,3,1828,2651
IdzWnjPBXDba,Active,0,41,0,1,584,NA,0,0,3,1828,2651
EtcufAzhj5BF,Active,0,41,0,1,811,NA,0,0,0,13067,12273
K2XDs93QMhNX,Active,0,41,0,1,811,NA,0,0,0,13067,12273
ylN0QJzIzcnW,Active,0,41,1,1,694,NA,28,3,0,69,89
okYTf5mZ0KLC,Active,0,41,1,1,694,NA,0,0,0,69,89
4ccyDt85tXri,Active,0,41,1,1,0,NA,1,1,0,14,14
FBCqM1RLzGCQ,Active,0,41,1,1,0,NA,0,0,0,14,14
nHEueS3rAdH1,Active,0,40,0,0,539,NA,4,22,4,849,1161
I1PcoNvhqjke,Active,0,40,0,0,539,NA,0,0,4,849,1161
gFLr6Ajie15d,Active,0,40,0,0,539,NA,0,0,4,849,1161
0wtH5VDjwN1Y,Active,0,40,1,0,656,NA,0,0,0,5,5
OHocmKsZJea3,Dormant,0,40,1,1,688,NA,0,0,6,9,9
1XkkcjrxjxrN,Dormant,0,40,1,1,688,NA,0,0,6,9,9
fSaBJbDnr4OV,Active,0,40,0,1,0,NA,0,0,0,26627,11184
O9n1c94obUum,Active,0,40,0,1,0,NA,0,0,0,26627,11184
uHp92O9JFSpV,Active,0,40,0,1,706,NA,5,18,0,6977,6223
lDbTcE5XIjbg,Active,0,40,0,1,706,NA,0,0,0,6977,6223
bl1UHUPITxH3,Active,0,40,1,1,726,NA,25,2,13,120,113
8oz2Brfmwjdk,Active,0,40,1,1,726,NA,0,0,13,120,113
FkueMERyMpQE,Closed,0,40,0,1,596,NA,5,6,5,73,73
O3c9WHH985qU,Active,0,40,0,1,596,NA,0,0,5,73,73
SLHF7wCyfzxg,Active,0,40,1,0,795,NA,0,0,0,5,5
TAHWRmM6w5CW,Closed,0,40,0,1,628,NA,79,1,0,NA,NA
CYiaaI4YMF4c,Closed,0,40,0,1,628,NA,0,0,0,NA,NA
wyeBlSpjCD0D,Active,0,40,0,1,0,NA,0,0,0,18078,18079
Da2KdypZptRi,Active,0,40,0,1,0,NA,0,0,0,18078,18079
LAdNAsLt0RX5,Active,0,40,0,1,465,NA,107,23,0,54,32
9XeMFmASpb1x,Active,0,40,0,1,465,NA,0,0,0,54,32
6Wefc6OcOj1Z,Active,0,40,1,1,790,NA,0,0,0,1267,1525
fSh1yVJF0EDF,Active,0,40,1,1,790,NA,0,0,0,1267,1525
A39quL6BZOs6,Closed,0,40,0,0,810,NA,0,0,0,NA,NA
9jLZZmxPHAOP,Closed,0,40,0,0,810,NA,0,0,0,NA,NA
jD3oSnYMVBk0,Closed,0,40,0,0,810,NA,0,0,0,NA,NA
qWFAN7fDDbnY,Closed,0,40,0,0,810,NA,0,0,0,NA,NA
WQ1ePtb8eWh9,Active,0,40,0,0,816,NA,0,0,0,30671,29967
53GM2RmsUvH5,Active,0,40,0,0,816,NA,0,0,0,30671,29967
GVNyPIxtDxX5,Active,0,40,0,0,816,NA,0,0,0,30671,29967
kVAVnCL0iOqf,Closed,0,40,0,0,816,NA,0,0,0,30671,29967
k1eEcQS4VEca,Active,0,40,1,1,712,NA,0,0,0,69,69
juTyCEALBxAm,Active,0,40,1,1,712,NA,0,0,0,69,69
HRogsoaxJ5Ya,Active,0,40,0,0,0,NA,0,0,0,75627,76725
IbKgqVVWyx8Y,Active,0,40,0,0,0,NA,0,0,0,75627,76725
ppt1QR0DOnZw,Active,0,40,0,1,671,NA,0,0,0,1300,543
vlIHogMij87n,Active,0,40,0,1,671,NA,0,0,0,1300,543
mOtDcL7uO0PF,Active,0,40,0,1,767,NA,0,0,0,90,90
2i3bb4zsHUrU,Active,0,1,0,1,0,NA,0,0,0,6671,13343
bgJWpv3LD8dY,Active,0,1,1,0,0,NA,0,0,0,1,2
y24vlIvnFbMT,Unfunded,0,1,0,1,0,NA,0,0,0,NA,NA
FsJ9S2EHVmes,Unfunded,0,1,0,1,0,NA,0,0,0,NA,NA
Rmi9p5DASser,Active,0,1,0,1,0,NA,0,0,0,2065,4130
gKWmgYhYFSkh,Active,0,1,0,1,0,NA,0,0,0,2065,4130
bivd3hExXp8N,Active,0,1,1,0,0,NA,0,0,0,1,2
8uE889i357sk,Active,0,1,0,0,0,NA,0,0,0,83,167
oqk9X6Fd0cvL,Active,0,1,1,0,0,NA,0,0,0,1,2
8M2bOHxkmNmr,Active,0,1,0,1,0,NA,0,0,0,74,148
qFn9AGBQGIzW,Active,0,1,0,1,0,NA,0,0,0,74,148
0rz0ozOVKrvr,Active,0,1,0,0,0,NA,0,0,0,39,78
2dT2KR1c69Rl,Active,0,1,0,0,0,NA,0,0,0,39,78
IIIggVZDILzu,Active,0,1,1,1,0,NA,0,0,0,673,1347
KPDSaV98cmbw,Active,0,1,1,1,0,NA,0,0,0,673,1347
o3kfmf1oDxq9,Active,0,1,1,1,0,NA,0,0,0,32,65
nrqZLOblFugK,Active,0,1,1,1,0,NA,0,0,0,32,65
vSCrOWYDap96,Active,0,1,0,0,0,NA,0,0,0,1,2
Pd4n6GPVWPF9,Active,0,1,0,0,0,NA,0,0,0,3,7
nv6EYX2ezJE2,Unfunded,0,1,1,0,0,NA,0,0,0,NA,NA
7mFagCd6MFh1,Active,0,1,1,0,0,NA,0,0,0,1,2
gptgQiYmalWb,Active,0,1,0,1,0,NA,0,0,0,17,33
jfPNOcpZbWwC,Active,0,1,0,1,0,NA,0,0,0,17,33
NoN0wN4w9mLn,Active,0,1,0,1,0,NA,0,0,0,719,1439
k75AYrPoqqL3,Active,0,1,0,1,0,NA,0,0,0,719,1439
tHD5sGQk3gXd,Active,0,1,1,0,0,NA,0,0,0,1,2
9yDTHJDNdWew,Active,0,1,0,1,0,NA,0,0,0,167,333
8FiO8WZuMwcj,Active,0,1,0,1,0,NA,0,0,0,167,333
szeLRHmynjlc,Active,0,1,0,0,0,NA,0,0,0,217,434
gT2fWSPPOo3W,Closed,0,1,0,0,0,NA,0,0,0,217,434
2LjHP4jPg0yK,Active,0,1,0,0,0,NA,0,0,0,217,434
5z34Oafq7OWR,Active,0,1,1,0,0,NA,0,0,0,1,2
iBrkYwSkzhKa,Active,0,1,1,1,0,NA,0,0,0,36,72
ncdY9FjLKiYP,Active,0,1,1,1,0,NA,0,0,0,36,72
J4QCeLyDbEho,Active,0,1,1,0,0,NA,0,0,0,118,235
qLMQcFbmXzYF,Active,0,1,0,1,0,NA,0,0,0,15,31
UIhBCigFc28M,Active,0,1,0,1,0,NA,0,0,0,15,31
zjKZPwpdBTu4,Active,0,1,1,0,0,NA,0,0,0,1,2
QysUGR0fne8u,Active,0,1,1,1,0,NA,0,0,0,407,813
Zbri2Ic3iLzp,Active,0,1,1,1,0,NA,0,0,0,407,813
0WlcVKdSiAQV,Active,0,1,1,1,0,NA,0,0,0,5,10
P5I7q3JXHn3I,Active,0,1,1,1,0,NA,0,0,0,5,10
IcManpl2wgv7,Active,0,1,0,1,0,NA,0,0,0,5,10
CpmibY57qDsz,Active,0,1,0,1,0,NA,0,0,0,5,10
42k8qKSjYRLb,Active,0,1,0,1,0,NA,0,0,0,3,7
lJkzlIhb6Lgq,Active,0,1,0,1,0,NA,0,0,0,3,7
kYvvIM9s1BhC,Active,0,1,0,0,0,NA,0,0,0,12566,25131
T3EH6JY495ie,Active,0,1,0,0,0,NA,0,0,0,12566,25131
UsQnVZHIB9p4,Active,0,1,1,0,0,NA,0,0,0,1,2
OvxFc34gz5Pq,Active,0,40,0,1,0,NA,0,0,0,2970,4038
JnitcZkGD7HR,Active,0,40,0,1,0,NA,0,0,0,2970,4038
rXXXfe7pvfKy,Active,0,40,1,1,771,NA,0,0,0,20,20
8vVnBPeQLl24,Active,0,40,1,1,771,NA,0,0,0,20,20
XIAyhXouUaSh,Active,0,40,0,1,832,NA,0,0,0,197057,295774
HJv0GN0Kls2L,Active,0,40,0,1,832,NA,0,0,0,197057,295774
jQRkxAvKAkiE,Active,0,40,0,1,784,NA,0,0,0,99864,107536
F6nwGjko85Vf,Active,0,40,0,1,784,NA,0,0,0,99864,107536
MQ0vXF9amDnV,Active,0,40,0,0,739,NA,0,0,0,1560,3110
j6dWXkBWf3Tm,Closed,0,40,0,0,510,NA,0,0,0,NA,NA
a4DMKFs0qV7P,Active,0,40,0,1,766,NA,3,4,0,334,575
I0j4R3SEIU9m,Active,0,40,0,1,766,NA,0,0,0,334,575
h0r9swEjhHuX,Active,0,40,1,1,683,NA,4,5,7,13,15
Y8NrU8TYCoDz,Active,0,40,1,1,683,NA,0,0,7,13,15
Jpc7fQbkFVQG,Active,0,40,0,1,736,NA,0,0,0,55022,55022
psJ1qCp4RYCZ,Active,0,40,0,1,736,NA,0,0,0,55022,55022
GK7N46pAGEdE,Dormant,0,40,0,1,0,NA,0,0,0,5,5
lIkLwUtO0qoS,Dormant,0,40,0,1,0,NA,0,0,0,5,5
olJ3LYf95p5H,Active,0,40,0,0,0,NA,15,27,0,653,549
r22AvQtemqrl,Closed,0,40,0,0,0,NA,14,47,0,653,549
FHynJOTPWGif,Active,0,40,0,0,0,NA,0,0,0,653,549
HI14JMpms2p8,Closed,0,40,0,0,0,NA,0,0,0,653,549
hlMYK5CdMgOJ,Closed,0,40,0,1,806,NA,0,0,0,NA,NA
7kmRKP93c8UQ,Closed,0,40,0,1,806,NA,0,0,0,NA,NA
TxPBrMcAc1cl,Active,0,40,0,1,0,NA,0,0,0,13303,12388
kEIIwuduun9B,Active,0,40,0,1,0,NA,0,0,0,13303,12388
tamEH5cJoosX,Closed,0,40,1,1,587,NA,9,1,2,NA,NA
94nGtL34PnPv,Closed,0,40,1,1,587,NA,0,0,2,NA,NA
tM4fLncy1pLb,Active,0,40,1,1,769,NA,0,0,0,59,59
eRQsk0yrwEJq,Active,0,40,1,1,769,NA,0,0,0,59,59
JdNYVmgLGzSB,Active,0,40,0,0,708,NA,24,1,0,6016,10605
g3JtjpUCePpV,Active,0,40,0,0,708,NA,0,0,0,6016,10605
CN4KWx555z6z,Dormant,0,40,0,1,659,NA,0,0,2,30,30
AsLwfwB4dbOU,Dormant,0,40,0,1,659,NA,0,0,2,30,30
kDKT2xXaix15,Closed,0,40,0,1,636,NA,2,1,1,NA,NA
P1USCLHS2s6j,Closed,0,40,0,1,636,NA,0,0,1,NA,NA
aB5qdUdsHO5o,Closed,0,40,0,0,486,NA,0,0,5,NA,NA
tkyeeszeogEl,Closed,0,40,0,0,486,NA,0,0,5,NA,NA
baykGBEtGZRj,Active,0,40,0,1,629,NA,0,0,0,1177,1486
XcSXjFO2vUT5,Active,0,40,0,1,629,NA,0,0,0,1177,1486
Mlm0VbDmeux7,Active,0,40,0,1,814,NA,0,0,0,20182,9792
zaT8NXwldQmh,Active,0,40,0,1,814,NA,0,0,0,20182,9792
QBFG99wijciL,Active,0,40,0,1,499,NA,2,16,0,863,839
x6xG9JB35FTp,Active,0,40,0,1,499,NA,0,0,0,863,839
mY7TCsfRM0up,Closed,0,40,1,0,769,NA,0,0,0,NA,NA
XE1vyMUQwm9u,Active,0,40,0,0,0,NA,0,0,2,30,30
No6aFb8VzB0k,Active,0,40,0,0,0,NA,0,0,2,30,30
nKuK0bPspsS8,Closed,0,40,0,0,0,NA,0,0,2,30,30
xmU7EIFiUL6F,Closed,0,40,0,1,816,NA,0,0,0,0,NA
vjFPfMWlHJs6,Active,0,1,0,1,0,NA,0,0,0,243,487
fVuyEXJ69yX6,Active,0,1,0,1,0,NA,0,0,0,243,487
WO8CIzm13Pyr,Active,0,1,1,1,0,NA,0,0,0,5,10
bnivV55e9ZSl,Active,0,1,1,1,0,NA,0,0,0,5,10
YsNdzUn8nCfH,Active,0,1,0,0,0,NA,0,0,0,736,1471
WAJpPX1ZZIzV,Active,0,1,0,0,0,NA,0,0,0,736,1471
ETzAqqpFfbpZ,Active,0,1,0,0,0,NA,0,0,0,736,1471
WJIiSs4qZvSY,Active,0,1,0,1,0,NA,0,0,0,1842,3684
GtCgcoInppxI,Active,0,1,0,1,0,NA,0,0,0,1842,3684
Wmyk4GcmPOTc,Active,0,1,0,0,0,NA,0,0,0,364,729
7DIBLb4BTTvg,Active,0,1,0,0,0,NA,0,0,0,364,729
I0bdR32joKDV,Active,0,1,0,1,0,NA,0,0,0,17409,34819
p7WLd035rAjV,Active,0,1,0,1,0,NA,0,0,0,233,467
6FenMLja6p4s,Active,0,1,0,1,0,NA,0,0,0,233,467
xlaeXmpfxWJb,Active,0,1,0,0,0,NA,0,0,0,1,2
kikdotU3NODf,Active,0,1,1,1,0,NA,0,0,0,8,17
WZLsvvrdaE4T,Active,0,1,1,1,0,NA,0,0,0,8,17
rVvNmKI9P19h,Active,0,1,0,1,0,NA,0,0,0,1,2
vRsnA8bA1fNL,Active,0,1,0,1,0,NA,0,0,0,1,2
mZkePzQGR2Zd,Active,0,1,1,0,0,NA,0,0,0,1,2
G3UcP7lWmgTX,Active,0,1,0,1,0,NA,0,0,0,4173,8347
EQeu0kYq8ivR,Active,0,1,0,1,0,NA,0,0,0,4173,8347
s43iz43rsHXj,Active,0,1,0,0,0,NA,0,0,0,3,7
YBahl9BP2o2V,Active,0,1,0,0,0,NA,0,0,0,7,13
quebrvNoAaMH,Active,0,1,1,0,0,NA,0,0,0,1,2
l7D787BQ8A9R,Active,0,1,1,0,0,NA,0,0,0,943,1886
OVlCoauFDIav,Active,0,1,1,0,0,NA,0,0,0,943,1886
khZvhrEi1HHE,Active,0,1,0,0,0,NA,0,0,0,3,7
ORLHkplzbKnZ,Active,0,1,0,0,0,NA,0,0,0,3,7
3Rb545p0ERBX,Active,0,1,0,0,0,NA,0,0,0,3,7
4y9KWBhfmJ2N,Active,0,1,0,1,0,NA,0,0,0,3567,7133
aU1cYKIFpqRo,Active,0,1,0,1,0,NA,0,0,0,3567,7133
8N4Kc8o2i0G7,Active,0,1,0,0,0,NA,0,0,0,2,3
yNkcgZgIMSvK,Active,0,1,0,1,0,NA,0,0,0,113,227
np3b4e90aJRl,Active,0,1,0,1,0,NA,0,0,0,113,227
0cglOhEXwEwG,Active,0,1,0,0,0,NA,0,0,0,1,2
ct95JaO4KwoF,Active,0,1,1,1,0,NA,0,0,0,73,146
e0uj6TOTkDfG,Active,0,1,1,1,0,NA,0,0,0,73,146
IMpQ41egJwer,Active,0,1,1,0,0,NA,0,0,0,1092,1073
nJI3sUtawDMs,Active,0,1,1,0,0,NA,0,0,0,1,2
21MioajWMviM,Active,0,1,0,1,0,NA,0,0,0,17,33
7QHsEMFG5nVp,Active,0,1,0,1,0,NA,0,0,0,17,33
CsFEWKiZ2IP9,Active,0,1,0,1,0,NA,0,0,0,8333,16667
X9RBUeMyEAnx,Active,0,1,0,1,0,NA,0,0,0,8333,16667
jMFmbpl4bnWT,Active,0,1,0,1,0,NA,0,0,0,1168,2335
8d0WohzX4CSE,Active,0,1,0,1,0,NA,0,0,0,1168,2335
aJBcAnzPYtJY,Active,0,1,1,0,0,NA,0,0,0,1,2
OvfzAFJpYQr3,Active,0,1,0,0,0,NA,0,0,0,33339,66678
ptCUFl4Am5DF,Active,0,1,0,0,0,NA,0,0,0,33339,66678
OoVrfvbDkOb0,Active,0,1,0,0,0,NA,0,0,0,33339,66678
5eeVqyRROSOq,Active,0,38,0,0,789,NA,0,0,0,9407,9826
ywgo7yfL0INI,Active,0,38,0,0,789,NA,0,0,0,9407,9826
lLqHTP3ss7Cy,Closed,0,38,0,1,510,NA,1,3,5,NA,NA
s4Jx3wTzHyGg,Closed,0,38,0,1,510,NA,0,0,5,NA,NA
FflZHk89Z2q5,Active,0,38,1,0,678,NA,0,0,0,2167,1182
jfifKfPet2WD,Closed,0,22,0,0,773,NA,0,0,0,NA,NA
Jw5NzTGWRx0Q,Closed,0,22,0,0,773,NA,2,2,0,NA,NA
7jJoOeoerIQH,Closed,0,22,0,0,773,NA,0,0,0,NA,NA
ffsDEMs3eU8T,Closed,0,22,0,0,773,NA,0,0,0,NA,NA
v8XctYWX4w6P,Closed,0,38,0,1,562,NA,12,13,7,NA,NA
dhNb4qg5mZgL,Closed,0,38,0,1,562,NA,0,0,7,NA,NA
WzEqeU1evvVh,Active,0,38,0,1,700,NA,6,1,0,2255,1880
Hplr6dcuAFmy,Active,0,38,0,1,700,NA,0,0,0,2255,1880
FBZkcAgjVJdb,Active,0,38,1,1,758,NA,0,0,0,40,40
R1fpp0wAuIpN,Active,0,38,1,1,758,NA,0,0,0,40,40
DHrwUihAincI,Active,0,38,0,1,0,NA,0,0,0,76781,81608
0WqvjaV0AOeC,Active,0,38,0,1,0,NA,0,0,0,76781,81608
pKLiwg7KKiZO,Active,0,38,0,1,733,NA,0,0,0,11800,9630
CRMRavEwLxnq,Active,0,38,0,1,733,NA,0,0,0,11800,9630
xE62h8KYeI6b,Active,0,38,1,1,768,NA,0,0,0,50,50
5QId7JFZMTe7,Active,0,38,1,1,768,NA,0,0,0,50,50
FHfhTol8Boyx,Closed,0,38,1,1,721,NA,0,0,0,NA,NA
PiktRQiNnqQF,Closed,0,38,1,1,721,NA,0,0,0,NA,NA
GWYwKhORXQm5,Active,0,38,0,1,760,NA,0,0,0,3685,3826
3cyelk6bFhu0,Active,0,38,0,1,760,NA,0,0,0,3685,3826
bL6k1wG7pnuf,Active,0,38,1,1,802,NA,0,0,0,30,30
leBk0yzWPCRj,Active,0,38,1,1,802,NA,0,0,0,30,30
ECFm4LfeUICd,Active,0,38,1,0,0,NA,0,0,0,193,147
O1Y8QQ7cdv5N,Active,0,38,0,1,0,NA,3,3,0,1072,1544
1tTYE8g0Ct9I,Active,0,38,0,1,0,NA,0,0,0,1072,1544
1rm4yonkI65V,Active,0,38,0,1,0,NA,9,12,0,446,827
axVX91mmHVLk,Active,0,38,0,1,0,NA,0,0,0,446,827
U79fBbX4RRJi,Active,0,38,0,1,713,NA,1,2,0,29474,32580
QVSgo8BiXdhj,Active,0,38,0,1,713,NA,0,0,0,29474,32580
ndXvWPkMTAwM,Active,0,38,1,0,0,NA,0,0,0,10,13
ysyMt8TAPtXL,Active,0,38,1,1,683,NA,0,0,0,45,45
hOzoU9AlRKVX,Active,0,38,1,1,683,NA,0,0,0,45,45
1ftdqCaz4ygn,Active,0,38,0,1,779,NA,0,0,0,92480,92706
C8WtHzqqsLTJ,Active,0,38,0,1,779,NA,0,0,0,92480,92706
qTJktbKag9pc,Active,0,38,0,1,524,NA,0,0,7,59,59
JVfzhr7TC9xB,Active,0,38,0,1,524,NA,0,0,7,59,59
ImbolsRnUlGm,Active,0,38,0,1,0,NA,3,6,0,105,155
boopxwNHn2X4,Active,0,38,0,1,0,NA,0,0,0,105,155
AX01ynS87nWY,Dormant,0,38,0,1,0,NA,8,14,0,6,6
4feIhFTfXyEE,Dormant,0,38,0,1,0,NA,0,0,0,6,6
iGlHajVUzjye,Active,0,38,0,1,832,NA,0,0,0,15050,15050
UDw1evj073o8,Active,0,38,0,1,832,NA,0,0,0,15050,15050
mUydM7xPCI5T,Active,0,38,0,1,734,NA,0,0,0,22579,16638
ifmo0WqCf6zZ,Active,0,38,0,1,734,NA,0,0,0,22579,16638
MVOsiTRGafQW,Active,0,1,0,1,0,NA,0,0,0,17,33
du8bValawnG5,Active,0,1,0,1,0,NA,0,0,0,17,33
F8Ycn7sEO8L6,Active,0,1,1,0,0,NA,0,0,0,1,2
2KDgBib3W0Af,Active,0,1,0,1,0,NA,0,0,0,17,33
Cmdp0bX3p0oi,Active,0,1,0,1,0,NA,0,0,0,17,33
uyoPopIA6YJg,Active,0,1,1,0,0,NA,0,0,0,1,2
0MO2zNnYtkc9,Active,0,1,0,0,0,NA,0,0,0,1,2
Jud2rn1Sodxi,Active,0,1,0,1,0,NA,0,0,0,17,33
